զվարճանալ,ալ,չբ.
զվարճացնել,ել,նբ.
դրսևորել,ել,նբ.
հաճախել,ել,նբ.
հաճախեցնել,ել,նբ.
արտաքսել,ել,նբ.
աքսորել,ել,նբ.
աքսորվել,ել,չբ.
կարեկցել,ել,չբ.
հարսնանալ,ալ,չբ.
հարսնացնել,ել,նբ.
պատկանել,ել,չբ.
խռթալ,ալ,չբ.
ջղայնանալ,ալ,չբ.
կատակել,ել,չբ.
կախարդել,ել,նբ.
կախարդվել,ել,չբ.
անզգայանալ,ալ,չբ.
հիասթափեցնել,ել,նբ.
ապացուցել,ել,նբ.
ապացուցվել,ել,չբ.
գիտակցել,ել,նբ.
գիտակցվել,ել,չբ.
ահաբեկել,ել,նբ.
վտանգել,ել,նբ.
պատկառել,ել,չբ.
ակնածել,ել,չբ.
երկյուղածել,ել,չբ.
երկյուղել,ել,չբ.
ահազանգել,ել,չբ.
սարսափահարել,ել,նբ.
սարսափել,ել,չբ.
զարհուրել,ել,չբ.
մխրճել,ել,նբ.
մխրճվել,ել,չբ.
մխվել,ել,չբ.
թաղել,ել,նբ.
երթևեկել,ել,չբ.
առկախել,ել,նբ.
իջևանել,ել,չբ.
վերջակետել,ել,նբ.
վախճանվել,ել,չբ.
վերջանալ,ալ,չբ.
վերջավորել,ել,նբ.
վերջափակել,ել,նբ.
հապաղել,ել,չբ.,նբ.
վերջնամշակել,ել,նբ.
վերջոտնել,ել,չբ.
մոգոնել,ել,նբ.
ծախել,ել,նբ.
ծախծխել,ել,նբ.
ծախծխոտել,ել,նբ.
ծախծխորել,ել,նբ.
ծախոտել,ել,նբ.
սակարկել,ել,նբ.
ծախսագրել,ել,նբ.
ծախսել,ել,նբ.
ծախսվել,ել,չբ.
ճեղքել,ել,նբ.
մոտանալ,ալ,չբ.
մոտավորել,ել,նբ.
մոտիկանալ,ալ,չբ.
բանակցել,ել,չբ.
ապահովանալ,ալ,չբ.
անդամալուծել,ել,նբ.
աբսորբել,ել,նբ.
ագահանալ,ալ,չբ.
ագահել,ել,չբ.
ագարականալ,ալ,չբ.
ագուցահանել,ել,նբ.
ագուցավորել,ել,նբ.
ագռավանալ,ալ,չբ.
ագրեգատավորել,ել,նբ.
կացնահարել,ել,նբ.
կացնահարվել,ել,չբ.
կացնել,ել,նբ.
ընդունվել,ել,չբ.
պատժել,ել,նբ.
պատժվել,ել,չբ.
փաստարկել,ել,նբ.
փաստարկվել,ել,չբ.
փաստել,ել,նբ.
փաստվել,ել,չբ.
գրանցել,ել,նբ.
գրանցվել,ել,չբ.
դադարել,ել,չբ.
դադարեցվել,ել,չբ.
լիազորել,ել,նբ.
լիազորվել,ել,չբ.
մեղադրվել,ել,չբ.
զինել,ել,նբ.
զինվել,ել,չբ.
հայտնաբերել,ել,նբ.
հանդիպել,ել,չբ.
հայտարարվել,ել,չբ.
ստանձնել,ել,նբ.
ստորանալ,ալ,չբ.
ստորացվել,ել,չբ.
կարգաբանել,ել,նբ.
համագործակցել,ել,չբ.
առավոտանալ,ալ,չբ.
ուշանալ,ալ,չբ.
լցվել,ել,չբ.
առողջանալ,ալ,չբ.
ազատագրել,ել,նբ.
ազատագրվել,ել,չբ.
ազատազրկել,ել,նբ.
ազաբանալ,ալ,չբ.
լավանալ,ալ,չբ.
բնակել,ել,չբ.
կռկել,ել,չբ.
ակնկալել,ել,նբ.
կախվել,ել,չբ.
կազդուրվել,ել,չբ.
գրկել,ել,նբ.
գանգրել,ել,նբ.
ջոկել,ել,նբ.
ցանել,ել,նբ.
ավարտել,ել,նբ.
սատարել,ել,նբ.
քսել,ել,նբ.
դիտել,ել,նբ.
թեքել,ել,նբ.
ադամանդել,ել,նբ.
ազատագնել,ել,նբ.
թեքվել,ել,չբ.
թնդալ,ալ,չբ.
լուսանկարել,ել,նբ.
մերժել,ել,նբ.
զրկել,ել,չբ.,նբ.
ցատկել,ել,չբ.
հենվել,ել,չբ.
թաթավել,ել,նբ.
մշակել,ել,նբ.
գերել,ել,նբ.
զարգանալ,ալ,չբ.
թխել,ել,նբ.
արժենալ,ալ,չբ.,նբ.
ցանցել,ել,նբ.
հերկել,ել,նբ.
ապացուցանել,ել,նբ.
աղանձել,ել,նբ.
գաղթել,ել,չբ.
արծնել,ել,նբ.
արծարծել,ել,նբ.
բովել,ել,նբ.
գալարել,ել,նբ.
գաղել,ել,նբ.
