գլտորել,ել
գոգել,ել
գոլանալ,ալ
վանել,ել
դարբնել,ել
ընդելուզել,ել
զետեղել,ել
զառանցել,ել
զտել,ել
հղփանալ,ալ
թոռոմել,ել
թորշոմել,ել
թրծել,ել
լարել,ել
լիանալ,ալ
լրջանալ,ալ
լրթանալ,ալ
խածանել,ել
խածնել,ել
խածել,ել
խազել,ել
խայթել,ել
խթել,ել
խոթել,ել
խանձել,ել
խթանել,ել
ծաղրել,ել
ծլել,ել
կայանալ,ալ
կաղկանձել,ել
կռանալ,ալ
տաշել,ել
կլրտել,ել
կճել,ել
կթոտել,ել
կցել,ել
կոշկոճել,ել
կոչել,ել
կռթնել,ել
կռկռալ,ալ
կռնչել,ել
կռնչալ,ալ
կտղել,ել
ընկղմել,ել
հայթայթել,ել
հայցել,ել
հաստել,ել
հատնել,ել
հատել,ել
էտել,ել
հափափել,ել
խեղդել,ել
մղձկել,ել
մղձկալ,ալ
զեղել,ել
ողողել,ել
օղողել,ել
հիանալ,ել
հնանալ,ալ
ձաղել,ել
ձաղկել,ել
ձաղտել,ել
կռահել,ել
ճմլել,ել
վճարել,ել
ճմռել,ել
ճմռթել,ել
մալել,ել
մաղել,ել
մայել,ել
բավարարել,ել
մգլել,ել
մեկնել,ել
մոլել,ել
հոլանել,ել
հոլաթեւել,ել
վճռել,ել
որոշել,ել
հոտել,ել
հիրել,ել
ծնգցնել,ել
ծնգալ,ալ
մռմռալ,ալ
մրմնջալ,ալ
փնտրել,ել
քրթմնջալ,ալ
մնչել,ել
մռել,ել
հատակել,ել
ներկայացնել,ել
հղանալ,ալ
հղիանալ,ալ
հղենալ,ալ
հոգնել,ել
նքողել,ել
նիրհել,ել
հողդողդել,ել
հորջորջել,ել
թոթովել,ել
ուռթել,ել
ուռթանալ,ալ
հուռթանալ,ալ
օրհնել,ել
պագանել,ել
պագնել,ել
պագել,ել
ճվատել,ել
փրթել,ել
նավել,ել
սայթաքել,ել
թովել,ել
վերընթերցել,ել
թառել,ել
գրառել,ել
բնութագրել,ել
ընդգծել,ել
պարգեւել,ել
զառամել,ել
զառամանալ,ալ
սանձահարել,ել
բդկել,ել
խորհել,ել
ճախրել,ել
խնամել,ել
գուրգուրել,ել
փայփայել,ել
գուրգուրալ,ալ
ողջագուրել,ել
գուրալ,ալ
փրփրել,ել
փրփրալ,ալ
վրդովել,ել
հալել,ել
ենթարկել,ել
վրդովվել,ել
մաքառել,ել
լկստվել,ել
հագչել,ել
ապշել,ել
գորովել,ել
ուրախացնել,ել
հառել,ել
գոյանալ,ալ
կաշկանդել,ել
փարվել,ել
վերծանել,ել
թվարկել,ել
հիմնավորել,ել
ճշգրտել,ել
վխտալ,ալ
սսկվել,ել
որոնել,ել
զրուցել,ել
մագլցել,ել
փռթկացնել,ել
մատնել,ել
մոլեգնել,ել
խոյանալ,ալ
ահաբեկվել,ել
տեղափոխել,ել
ձգտել,ել
հածել,ել
ալարել,ել
աղճատել,ել
քչքչալ,ալ
կարկաչել,ել
դայլայլել,ել
կտցել,ել
խոխոջալ,ալ
խոխոջել,ել
ներել,ել
նվալ,ալ
կարօտել,ել
սիրուել,ել
սիրւել,ել
մօտենալ,ալ
խօսալ,ալ
զավթել,ել
հրապուրել,ել
աղաղակել,ել
կքել,ել
տնօրինել,ել
ներխուժել,ել
տապալել,ել
շառաչել,ել
վերագրել,ել
զխկտել,ել
խորհրդանշել,ել
սրամտել,ել
ստրկացնել,ել
հպատակվել,ել
արտորալ,ալ
շտապել,ել
ավանդել,ել
հոշոտել,ել
արդարացնել,ել
տրոհել,ել
նպաստել,ել
մղել,ել
սթափվել,ել
կանխել,ել
արտագաղթել,ել
շտկել,ել
ներգաղթել,ել
հառնել,ել
օժանդակել,ել
վիճաբանել,ել
շշնջալ,ալ
հուսահատվել,ել
լծել,ել
նվաղել,ել
սավառնել,ել
բողբոջել,ել
նախընտրել,ել
սփռել,ել
տարակուսել,ել
դարանակալել,ել
հագեցնել,ել
առկայծել,ել
կողոպտել,ել
վռնդել,ել
աղտոտել,ել
կեղտոտել,ել
արածեցնել,ել
սփոփվել,ել
սփոփել,ել
փոխհատուցել,ել
հարկադրել,ել
մխիթարել,ել
տուժել,ել
տուժվել,ել
բխել,ել
զրնգալ,ալ
