կորչել,{{hy-conj-ել|կորչ||կոր|caus=on}}
կորցնել,{{hy-conj-ցն-ել|կոր}}
արդուկել,{{hy-conj-ել|արդուկ|mp=on}}
հարթուկել,{{hy-conj-ել|հարթուկ|mp=on}}
սկսել,{{hy-conj-ել|սկս|mp=on}}
ածել,{{hy-conj-ել|ած|caus=on|mp=on}}
երդվել,{{hy-conj-ել|երդվ}}
հայհոյել,{{hy-conj-ել|հայհոյ}}
եփել,{{hy-conj-ել|եփ|mp=on}}
գցել,{{hy-conj-ել|գց|mp=on}}
զբաղվել,{{hy-conj-ել|զբաղվ}}
համակարգել,{{hy-conj-ել|համակարգ|mp=on}}
սրել,{{hy-conj-ել|սր|mp=on}}
սաղանալ,{{hy-conj-ալ|սաղան||սաղաց|caus=on}}
սաղացնել,{{hy-conj-ցն-ել|սաղա}}
նախաճաշել,{{hy-conj-ել|նախաճաշ}}
ամուսնանալ,{{hy-conj-ալ|ամուսնան||ամուսնաց|caus=on}}
ամուսնացնել,{{hy-conj-ցն-ել|ամուսնա}}
բանտարկել,{{hy-conj-ել|բանտարկ|mp=on}}
երթալ,"{{hy-conj-ալ|երթ||գնաց|imp1=[[երթա՛]]|prohib1=[[մի՛]] [[երթա]]|aor=գնաց|note=this is a [[suppletion|suppletive]] verb, which means part of the conjugation is filled by forms of another verb, namely by {{m|hy|գնալ}}}}"
էթալ,"{{hy-conj-ալ|էթ||գնաց|imp1=[[էթա՛]]|prohib1=[[մի՛]] [[էթա]]|aor=գնաց|note=this is a [[suppletion|suppletive]] verb, which means the part of the conjugation is filled by forms of another verb, namely by {{m|hy|գնալ|}}}}"
խորխել,{{hy-conj-ել|խորխ}}
զոդել,{{hy-conj-ել|զոդ|mp=on}}
սազել,{{hy-conj-ել|սազ|caus=on}}
սազալ,{{hy-conj-ալ|սազ|caus=on}}
ընթերցել,{{hy-conj-ել|ընթերց|mp=on}}
բանել,{{hy-conj-ել|բան|caus=on}}
քելել,"{{hy-conj-ել|քել|imp1=[[քե՛լ]], [[քելե՛]]|prohib1=[[մի՛]] [[քել]], [[մի՛]] [[քելե]]|note=note the irregular imperatives}}"
ծառայել,{{hy-conj-ել|ծառայ|caus=on}}
գրադարձել,{{hy-conj-ել|գրադարձ|mp=on}}
տառադարձել,{{hy-conj-ել|տառադարձ|mp=on}}
մրցել,{{hy-conj-ել}}
թողնել,"{{hy-conj-ել|թողն||թող|imp1=[[թո՛ղ]]|prohib1=[[մի՛]] [[թող]]|aor=թողեց|note=note the irregularity in the aorist which is conjugated as if this verb were not suffixed; for difference, compare the conjugation of another suffixed verb: {{m|hy|մտնել}}"
բառնալ,{{hy-conj-ալ|բառն||բարձ|aor=բարձեց|note=note how the aorist stem changes to {{m|hy||բարձ-}}; see etymology of Old Armenian {{m|xcl|բառնամ}} for explanation}}
էղնել,{{hy-conj-ել|էղն||էղ}}
կենալ,"{{hy-conj-ալ|կեն||կաց|imp1=[[կա՛ց]], [[կացի՛ր]], [[կացի՛]]*|prohib1=[[մի՛]] [[կաց]], [[մի՛]] [[կացիր]], [[մի՛]] [[կացի]]*|caus=on|note=note how the aorist changes to {{m|hy|կաց-}}{{hy-conj-ալ|կեն||կեց|imp1=[[կա՛ց]], [[կացի՛ր]], [[կացի՛]]*|prohib1=[[մի՛]] [[կաց]], [[մի՛]] [[կացիր]], [[մի՛]] [[կացի]]*|caus=on|note=note how the aorist changes to {{m|hy|կեց-}}"
ելնել,"{{hy-conj-ել|ելն||ել|imp1=[[ե՛լ]], [[ելի՛ր]], [[ելի՛]]*|prohib1=[[մի՛]] [[ել]], [[մի՛]] [[ելիր]], [[մի՛]] [[ելի]]*|note=*note the irregular imperative {{m|hy|ե՛լ}}}}"
հելնել,{{hy-conj-ել|հելն||հել||[[հել|հե՛լ]]/[[հելիր|հելի՛ր]]|caus=on}}
երկկտտացնել,{{hy-conj-ցն-ել|երկկտտա}}
տռել,{{hy-conj-ել|տռ}}
շռել,{{hy-conj-ել|շռ}}
մոռանալ,{{hy-conj-ալ|մոռան||մոռաց|mp=on|caus=on}}
կաշառել,{{hy-conj-ել|mp=on}}
նեղանալ,{{hy-conj-ալ|նեղան||նեղաց|caus=on}}
վաճառել,{{hy-conj-ել|mp=on}}
սրճել,{{hy-conj-ել|սրճ}}
կոտրել,{{hy-conj-ել|կոտր|mp=on}}
փչանալ,{{hy-conj-ալ|փչան||փչաց}}
զարթնել,{{hy-conj-ել|caus=on}}
արթնանալ,{{hy-conj-ալ|արթնան||արթնաց|caus=on}}
մնալ,{{hy-conj-ալ|մն}}
կրկնել,{{hy-conj-ել|կրկն|mp=on}}
կպչել,{{hy-conj-ել|կպչ||կպ}}
քաքել,{{hy-conj-ել|քաք}}
դարսել,{{hy-conj-ել|դարս|mp=on}}
զարդարել,{{hy-conj-ել|զարդար}}
ճաքել,{{hy-conj-ել|ճաք|caus=on}}
կիտել,{{hy-conj-ել|կիտ|mp=on}}
քցել,"{{hy-conj-ել|քց|mp=on|imp1=[[քցիր|քցի՛ր]], [[քցի]]՛*, [[քից|քի՛ց]]*|imp1tr=kʿcʿir! kʿcʿi!* kʿicʿ!*|note=note the kinky imperative {{m|hy|քից}}}}"
պակասել,{{hy-conj-ել|պակաս|caus=on}}
փայլել,{{hy-conj-ել|փայլ|caus=on}}
զբոսնել,{{hy-conj-ել}}
արկանել,{{hy-conj-ել|արկան|mp=on}}
բազմել,{{hy-conj-ել|բազմ|caus=on}}
հայել,{{hy-conj-ել|հայ}}
երկնչել,{{hy-conj-ել|երկնչ}}
թաքչել,{{hy-conj-ել|թաքչ}}
առաքել,{{hy-conj-ել|առաք|mp=on}}
մարթել,{{hy-conj-ել|մարթ}}
մերձենալ,{{hy-conj-ալ|մերձեն||մերձեց|caus=on}}
համբերել,{{hy-conj-ել|համբեր}}
անկանել,{{hy-conj-ել|անկան}}
ընգնել,{{hy-conj-ել|ընգն||ընգ}}
արկել,{{hy-conj-ել|արկ|mp=on}}
ուսանել,{{hy-conj-ել}}
մեծանալ,{{hy-conj-ալ|մեծան||մեծաց|caus=on}}
հագել,{{hy-conj-ել|հագ|caus=on}}
հագենալ,{{hy-conj-ալ|հագեն||հագեց|caus=on}}
համել,{{hy-conj-ել|համ}}
համենալ,{{hy-conj-ալ|||համեց}}
բանալ,{{hy-conj-ալ|բան|note=The forms of indicative present and imperfect mentioned above are rarely used to avoid confusion with identical forms of {{m|hy|բանել||to work}}. Instead {{m|hy|բացել}} or {{m|hy|բաց անել}} are used.}}
մածվել,{{hy-conj-ել|մածվ}}
կառչել,{{hy-conj-ել|կառչ}}
հանգել,{{hy-conj-ել|հանգ|caus=on}}
մատչել,{{hy-conj-ել|մատչ}}
փախնել,{{hy-conj-ել|փախն||փախ|caus=on}}
կորնչել,{{hy-conj-ել|կորնչ}}
կորել,{{hy-conj-ել|կոր}}
կործանել,{{hy-conj-ել|կործան|mp=on}}
կործել,{{hy-conj-ել|կործ|mp=on}}
ամաչել,{{hy-conj-ել|ամաչ|caus=on}}
անիծել,{{hy-conj-ել|անիծ|mp=on}}
անջատել,{{hy-conj-ել|mp=on}}
արածել,{{hy-conj-ել|արած|caus=on}}
զատել,{{hy-conj-ել|զատ|mp=on}}
զեղծել,{{hy-conj-ել|զեղծ|mp=on}}
լքել,{{hy-conj-ել|լք|mp=on}}
սուզել,{{hy-conj-ել|սուզ|mp=on}}
տարածել,{{hy-conj-ել|տարած|mp=on}}
ծածանել,{{hy-conj-ել|ծածան|mp=on}}
սասանել,{{hy-conj-ել|սասան|mp=on}}
փոխել,{{hy-conj-ել|փոխ|mp=on}}
խափանել,{{hy-conj-ել|խափան|mp=on}}
կամենալ,{{hy-conj-ալ|կամեն||կամեց}}
գոհանալ,{{hy-conj-ալ|գոհան||գոհաց|caus=on}}
թուլանալ,{{hy-conj-ալ|թուլան||թուլաց|caus=on}}
հեռանալ,{{hy-conj-ալ|հեռան||հեռաց|caus=on}}
մերկանալ,{{hy-conj-ալ|մերկան||մերկաց|caus=on}}
սլանալ,{{hy-conj-ալ|սլան||սլաց}}
բարձրանալ,{{hy-conj-ալ|բարձրան||բարձրաց|caus=on}}
բաղձալ,{{hy-conj-ալ|բաղձ}}
զղջալ,{{hy-conj-ալ|զղջ}}
ըղձալ,{{hy-conj-ալ|ըղձ}}
խրոխտալ,{{hy-conj-ալ|խրոխտ}}
ծուլանալ,{{hy-conj-ալ|ծուլան||ծուլաց|caus=on}}
մուրալ,{{hy-conj-ալ}}
ոխանալ,{{hy-conj-ալ|ոխան||ոխաց}}
տաղտկանալ,{{hy-conj-ալ|տաղտկան||տաղտկաց}}
տենչալ,{{hy-conj-ալ|տենչ}}
կլանել,{{hy-conj-ել|կլան|mp=on}}
սորալ,{{hy-conj-ալ|սոր}}
սորել,{{hy-conj-ել|սոր}}
խածատել,{{hy-conj-ել|խածատ|mp=on}}
խանձատել,{{hy-conj-ել|խանձատ|mp=on}}
խոցոտել,{{hy-conj-ել|խոցոտ|mp=on}}
ճեմել,{{hy-conj-ել|ճեմ}}
շիկնել,{{hy-conj-ել|շիկն}}
պայթել,{{hy-conj-ել|caus=on}}
վախել,{{hy-conj-ել|վախ|caus=on}}
արգելել,{{hy-conj-ել|mp=on}}
զենել,{{hy-conj-ել|զեն|mp=on}}
կիզել,{{hy-conj-ել|կիզ|mp=on}}
գերծել,{{hy-conj-ել|գերծ|mp=on}}
ստեղծել,{{hy-conj-ել|ստեղծ|mp=on}}
եղծանել,{{hy-conj-ել|եղծան|mp=on}}
եղծել,{{hy-conj-ել|եղծ|mp=on}}
ընդոստել,{{hy-conj-ել|ընդոստ|mp=on}}
ուռչել,{{hy-conj-ել|ուռչ|caus=on}}
սառել,{{hy-conj-ել|սառ|caus=on}}
երկայնել,{{hy-conj-ել|երկայն|mp=on}}
երկայնանալ,{{hy-conj-ալ|երկայնան||երկայնաց|caus=on}}
մեղկանալ,{{hy-conj-ալ|մեղկան||մեղկաց|caus=on}}
գուշակել,{{hy-conj-ել|գուշակ}}
փողոտել,{{hy-conj-ել|փողոտ|mp=on}}
գթալ,{{hy-conj-ալ|գթ}}
փութալ,{{hy-conj-ալ|փութ|caus=on}}
խիթալ,{{hy-conj-ալ|խիթ}}
դողալ,{{hy-conj-ալ|դող|caus=on}}
